Maxes,Means,Variances,Fractions_over_lr_max,quantile_0.001,quantile_0.01,quantile_0.05,quantile_0.5,quantile_0.95,quantile_0.99,quantile_0.999,quantile_0.9999
0.0004600000102072954,2.375105850660475e-06,3.09536146714251e-11,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,4e-05,8e-05
0.0013899999903514981,1.4434127706408617e-06,3.081798705117933e-11,5.778476406703703e-06,0.0,0.0,0.0,0.0,1e-05,2e-05,4e-05,7e-05
0.0012100000167265534,1.6921834458116791e-06,3.3877234351109564e-11,5.417321517597884e-06,0.0,0.0,0.0,0.0,1e-05,3e-05,5e-05,7e-05
0.0006900000153109431,2.0717786810564576e-06,2.82162210263337e-11,3.6115477541898144e-07,0.0,0.0,0.0,0.0,1e-05,2e-05,4e-05,6e-05
0.0004400000034365803,4.347725166553573e-07,9.679674596585475e-12,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,4e-05,9e-05
0.0002500000118743628,1.7350669168081367e-06,3.2183724435475014e-11,0.0,0.0,0.0,0.0,0.0,1e-05,3e-05,5e-05,9e-05
0.0006099999882280827,2.373671577515779e-06,4.7592145502317607e-11,3.6115477541898144e-07,0.0,0.0,0.0,0.0,1e-05,2e-05,7e-05,0.00019
0.001829999964684248,1.636269530536083e-06,4.0417065527709184e-11,5.417321517597884e-06,0.0,0.0,0.0,0.0,1e-05,3e-05,6e-05,1e-04
0.0009299999801442027,1.526355731584772e-06,2.7338317373781784e-11,7.223095508379629e-07,0.0,0.0,0.0,0.0,1e-05,2e-05,5e-05,9e-05
0.00016999999934341758,1.6327409184668795e-06,1.995281717626085e-11,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,3e-05,5e-05
0.0015999999595806003,2.238321712866309e-06,4.8779962708023206e-11,5.056166628492065e-06,0.0,0.0,0.0,0.0,1e-05,3e-05,6e-05,0.00011
0.0030900000128895044,5.766811455032439e-07,2.790563335963725e-10,0.0001242372381966561,0.0,0.0,0.0,0.0,0.0,1e-05,3e-05,0.00075
0.000539999979082495,1.6157738400579547e-06,3.040666676779047e-11,0.0,0.0,0.0,0.0,0.0,1e-05,3e-05,5e-05,8e-05
0.0002699999895412475,2.3659790713281836e-06,4.163791186839738e-11,0.0,0.0,0.0,0.0,0.0,2e-05,3e-05,5e-05,7e-05
0.00044999999227002263,2.8026365725963842e-06,3.9494976733500664e-11,0.0,0.0,0.0,0.0,0.0,2e-05,3e-05,4e-05,7e-05
