Maxes,Means,Variances,Fractions_over_lr_max,quantile_0.001,quantile_0.01,quantile_0.05,quantile_0.5,quantile_0.95,quantile_0.99,quantile_0.999,quantile_0.9999
0.023919766768813133,0.0001719836436677724,5.976207830826752e-07,0.0516815185546875,0.0,0.0,0.0,2.9999706e-05,0.00056999444,0.0030464937,0.01104454,0.020540971
0.014049463905394077,1.0280980859533884e-05,1.3545453647623162e-08,0.0009002685546875,0.0,0.0,0.0,0.0,2.9998857e-05,4.9998092e-05,0.00045998246,0.005928133
0.0033899673726409674,2.804950054269284e-05,1.1198234561859977e-09,0.0002899169921875,0.0,0.0,0.0,1.9999809e-05,6.9999325e-05,9.999904e-05,0.0002499976,0.0010422557
0.09223999828100204,3.7462923501152545e-05,3.998934801074938e-07,0.0028533935546875,0.0,0.0,0.0,2e-05,6e-05,0.00017,0.001801836,0.02867164
0.025689171627163887,0.00011047739826608449,1.3938053200490685e-07,0.0144805908203125,0.0,0.0,0.0,6.999774e-05,0.00028999065,0.0006999774,0.0040498693,0.017776692
0.006459999829530716,2.247497468488291e-05,5.32703081645991e-09,0.0023040771484375,0.0,0.0,0.0,1e-05,6e-05,0.00019,0.00093,0.0026578906
0.001339999958872795,2.3028565919958055e-05,3.666533743285072e-09,0.003448486328125,0.0,0.0,0.0,1e-05,6e-05,0.00034,0.0007,0.00089445314
0.012230000458657742,0.00020925505668856204,3.545090407897078e-07,0.0665130615234375,0.0,0.0,0.0,7e-05,0.00078,0.00312,0.007299297,0.0101339845
0.0003800000122282654,1.1064910722780041e-05,1.548726563660452e-10,0.0,0.0,0.0,0.0,1e-05,3e-05,5e-05,8e-05,0.00023890626
0.008440000005066395,1.2462311133276671e-05,5.602727615183767e-09,0.000701904296875,0.0,0.0,0.0,1e-05,3e-05,6e-05,0.0004,0.0031635156
0.2824299931526184,0.00040827313205227256,3.1830219086259604e-05,0.0507354736328125,0.0,0.0,0.0,3e-05,0.00057,0.004366094,0.07501769,0.2487892
0.0015800000401213765,0.00011136505054309964,3.2405322869522024e-09,0.0001220703125,0.0,0.0,0.0,0.00011,0.0002,0.00024,0.00032,0.0005922656
0.07855000346899033,4.563476250041276e-05,3.54572051719515e-07,0.00311279296875,0.0,0.0,0.0,3e-05,8e-05,0.00018,0.00228,0.027190547
0.08483000099658966,4.484741293708794e-05,4.3165050556126516e-07,0.002899169921875,0.0,0.0,0.0,2e-05,7e-05,0.00018,0.0023746483,0.028450703
0.08015000075101852,4.2225492506986484e-05,3.5046093671553535e-07,0.002716064453125,0.0,0.0,0.0,2e-05,7e-05,0.00016,0.0020971876,0.02949039
0.0018899999558925629,1.3114624380250461e-05,7.218561304256355e-10,0.000335693359375,0.0,0.0,0.0,1e-05,4e-05,6e-05,0.00025,0.0012346094
0.00203999993391335,1.1850281225633807e-05,6.729478085887308e-10,0.0003204345703125,0.0,0.0,0.0,1e-05,3e-05,5e-05,0.00021,0.0011601562
0.03378000110387802,1.8147125956602395e-05,7.173017024797446e-08,0.0014801025390625,0.0,0.0,0.0,1e-05,4e-05,1e-04,0.00086464843,0.012074219
0.03369000181555748,1.8452607037033886e-05,7.255206924128288e-08,0.0015106201171875,0.0,0.0,0.0,1e-05,4e-05,1e-04,0.00096789066,0.013054531
0.060270000249147415,3.856476178043522e-05,2.1856341447801242e-07,0.0032958984375,0.0,0.0,0.0,2e-05,7e-05,0.00019,0.00239,0.021235624
